,Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time (LST),Year,Month,Day,Time (LST),Temp (°C),Temp Flag,Dew Point Temp (°C),Dew Point Temp Flag,Rel Hum (%),Rel Hum Flag,Precip. Amount (mm),Precip. Amount Flag,Wind Dir (10s deg),Wind Dir Flag,Wind Spd (km/h),Wind Spd Flag,Visibility (km),Visibility Flag,Stn Press (kPa),Stn Press Flag,Hmdx,Hmdx Flag,Wind Chill,Wind Chill Flag,Weather
0,-119.38,49.96,KELOWNA,1123939,2018-02-01 00:00,2018,2,1,00:00,0.5,,-1.4,,87.0,,0.0,,11.0,,5.0,,11.3,,97.03,,,,,,Snow
1,-119.38,49.96,KELOWNA,1123939,2018-02-01 01:00,2018,2,1,01:00,-0.2,,-0.9,,95.0,,0.0,,20.0,,5.0,,2.0,,97.01,,,,-2.0,,Snow
2,-119.38,49.96,KELOWNA,1123939,2018-02-01 02:00,2018,2,1,02:00,-0.6,,-0.6,,100.0,,0.0,,13.0,,8.0,,16.1,,96.97,,,,-3.0,,Snow
3,-119.38,49.96,KELOWNA,1123939,2018-02-01 03:00,2018,2,1,03:00,0.3,,-1.0,,91.0,,0.0,,,M,4.0,,16.1,,96.96,,,,,,
4,-119.38,49.96,KELOWNA,1123939,2018-02-01 04:00,2018,2,1,04:00,-1.1,,-2.1,,93.0,,0.0,,,M,4.0,,16.1,,96.97,,,,-2.0,,
5,-119.38,49.96,KELOWNA,1123939,2018-02-01 05:00,2018,2,1,05:00,-2.6,,-3.7,,92.0,,0.0,,,M,5.0,,16.1,,96.95,,,,-5.0,,
6,-119.38,49.96,KELOWNA,1123939,2018-02-01 06:00,2018,2,1,06:00,-3.1,,-3.7,,96.0,,0.0,,,,0.0,,16.1,,96.96,,,,,,
7,-119.38,49.96,KELOWNA,1123939,2018-02-01 07:00,2018,2,1,07:00,-2.7,,-2.7,,100.0,,0.0,,,,0.0,,16.1,,96.96,,,,,,Snow
8,-119.38,49.96,KELOWNA,1123939,2018-02-01 08:00,2018,2,1,08:00,-2.3,,-3.5,,92.0,,0.0,,,,0.0,,16.1,,97.0,,,,,,
9,-119.38,49.96,KELOWNA,1123939,2018-02-01 09:00,2018,2,1,09:00,-1.3,,-2.4,,92.0,,0.0,,22.0,,4.0,,16.1,,97.04,,,,-3.0,,
10,-119.38,49.96,KELOWNA,1123939,2018-02-01 10:00,2018,2,1,10:00,-0.2,,-2.0,,88.0,,0.0,,21.0,,4.0,,16.1,,97.08,,,,-1.0,,
11,-119.38,49.96,KELOWNA,1123939,2018-02-01 11:00,2018,2,1,11:00,0.8,,-1.7,,83.0,,0.0,,16.0,,5.0,,16.1,,97.11,,,,,,
12,-119.38,49.96,KELOWNA,1123939,2018-02-01 12:00,2018,2,1,12:00,1.8,,-1.6,,78.0,,0.0,,15.0,,5.0,,16.1,,97.11,,,,,,
13,-119.38,49.96,KELOWNA,1123939,2018-02-01 13:00,2018,2,1,13:00,1.8,,-1.6,,78.0,,0.0,,18.0,,8.0,,16.1,,97.05,,,,,,
14,-119.38,49.96,KELOWNA,1123939,2018-02-01 14:00,2018,2,1,14:00,2.2,,-1.6,,76.0,,0.0,,17.0,,9.0,,16.1,,97.01,,,,,,
15,-119.38,49.96,KELOWNA,1123939,2018-02-01 15:00,2018,2,1,15:00,2.2,,-1.2,,78.0,,0.0,,15.0,,8.0,,16.1,,97.03,,,,,,
16,-119.38,49.96,KELOWNA,1123939,2018-02-01 16:00,2018,2,1,16:00,2.6,,-1.6,,74.0,,0.0,,,M,4.0,,16.1,,97.04,,,,,,
17,-119.38,49.96,KELOWNA,1123939,2018-02-01 17:00,2018,2,1,17:00,2.3,,-1.0,,79.0,,0.0,,15.0,,9.0,,16.1,,97.01,,,,,,Rain
18,-119.38,49.96,KELOWNA,1123939,2018-02-01 18:00,2018,2,1,18:00,1.4,,-0.1,,90.0,,0.0,,11.0,,4.0,,16.1,,96.97,,,,,,Rain
19,-119.38,49.96,KELOWNA,1123939,2018-02-01 19:00,2018,2,1,19:00,0.6,,0.3,,98.0,,0.0,,,M,4.0,,8.1,,96.97,,,,,,"Rain,Fog"
20,-119.38,49.96,KELOWNA,1123939,2018-02-01 20:00,2018,2,1,20:00,0.2,,0.2,,100.0,,0.2,,,,0.0,,2.0,,96.94,,,,,,Snow
21,-119.38,49.96,KELOWNA,1123939,2018-02-01 21:00,2018,2,1,21:00,0.2,,0.2,,100.0,,0.5,,,,0.0,,2.0,,96.91,,,,,,Snow
22,-119.38,49.96,KELOWNA,1123939,2018-02-01 22:00,2018,2,1,22:00,0.2,,0.2,,100.0,,0.8,,21.0,,4.0,,1.2,,96.91,,,,,,Snow
23,-119.38,49.96,KELOWNA,1123939,2018-02-01 23:00,2018,2,1,23:00,0.2,,0.2,,100.0,,1.2,,17.0,,5.0,,1.2,,96.84,,,,,,Snow
24,-119.38,49.96,KELOWNA,1123939,2018-02-02 00:00,2018,2,2,00:00,0.1,,0.1,,100.0,,1.0,,17.0,,5.0,,1.2,,96.85,,,,,,Snow
25,-119.38,49.96,KELOWNA,1123939,2018-02-02 01:00,2018,2,2,01:00,0.1,,0.1,,100.0,,0.2,,17.0,,5.0,,2.0,,96.83,,,,,,Snow
26,-119.38,49.96,KELOWNA,1123939,2018-02-02 02:00,2018,2,2,02:00,0.0,,0.0,,100.0,,1.2,,23.0,,8.0,,12.9,,96.82,,,,-3.0,,
27,-119.38,49.96,KELOWNA,1123939,2018-02-02 03:00,2018,2,2,03:00,0.1,,0.1,,100.0,,0.5,,,,0.0,,11.3,,96.87,,,,,,
28,-119.38,49.96,KELOWNA,1123939,2018-02-02 04:00,2018,2,2,04:00,0.0,,0.0,,100.0,,0.0,,17.0,,5.0,,16.1,,96.86,,,,-2.0,,
29,-119.38,49.96,KELOWNA,1123939,2018-02-02 05:00,2018,2,2,05:00,1.3,,0.3,,93.0,,0.0,,15.0,,8.0,,16.1,,96.77,,,,,,
30,-119.38,49.96,KELOWNA,1123939,2018-02-02 06:00,2018,2,2,06:00,1.6,,0.1,,90.0,,0.0,,15.0,,13.0,,16.1,,96.69,,,,,,
31,-119.38,49.96,KELOWNA,1123939,2018-02-02 07:00,2018,2,2,07:00,1.7,,0.4,,91.0,,0.0,,14.0,,15.0,,16.1,,96.6,,,,,,
32,-119.38,49.96,KELOWNA,1123939,2018-02-02 08:00,2018,2,2,08:00,2.1,,0.3,,88.0,,0.0,,15.0,,13.0,,16.1,,96.62,,,,,,
33,-119.38,49.96,KELOWNA,1123939,2018-02-02 09:00,2018,2,2,09:00,1.3,,0.3,,93.0,,0.0,,19.0,,5.0,,16.1,,96.56,,,,,,
34,-119.38,49.96,KELOWNA,1123939,2018-02-02 10:00,2018,2,2,10:00,2.4,,0.4,,87.0,,0.0,,17.0,,13.0,,16.1,,96.61,,,,,,Rain
35,-119.38,49.96,KELOWNA,1123939,2018-02-02 11:00,2018,2,2,11:00,1.6,,0.6,,93.0,,0.5,,14.0,,8.0,,16.1,,96.5,,,,,,Rain
36,-119.38,49.96,KELOWNA,1123939,2018-02-02 12:00,2018,2,2,12:00,3.0,,0.5,,84.0,,0.0,,13.0,,8.0,,16.1,,96.47,,,,,,
37,-119.38,49.96,KELOWNA,1123939,2018-02-02 13:00,2018,2,2,13:00,3.2,,0.4,,82.0,,0.0,,14.0,,17.0,,16.1,,96.47,,,,,,
38,-119.38,49.96,KELOWNA,1123939,2018-02-02 14:00,2018,2,2,14:00,2.8,,0.7,,86.0,,0.0,,18.0,,9.0,,16.1,,96.51,,,,,,Rain
39,-119.38,49.96,KELOWNA,1123939,2018-02-02 15:00,2018,2,2,15:00,3.0,,0.6,,84.0,,0.2,,17.0,,13.0,,16.1,,96.49,,,,,,
40,-119.38,49.96,KELOWNA,1123939,2018-02-02 16:00,2018,2,2,16:00,3.3,,1.0,,85.0,,0.0,,16.0,,17.0,,16.1,,96.53,,,,,,
41,-119.38,49.96,KELOWNA,1123939,2018-02-02 17:00,2018,2,2,17:00,3.1,,1.0,,86.0,,0.0,,15.0,,9.0,,16.1,,96.56,,,,,,
42,-119.38,49.96,KELOWNA,1123939,2018-02-02 18:00,2018,2,2,18:00,2.8,,1.0,,88.0,,0.0,,16.0,,15.0,,16.1,,96.52,,,,,,
43,-119.38,49.96,KELOWNA,1123939,2018-02-02 19:00,2018,2,2,19:00,3.1,,1.0,,86.0,,0.0,,18.0,,13.0,,16.1,,96.55,,,,,,
44,-119.38,49.96,KELOWNA,1123939,2018-02-02 20:00,2018,2,2,20:00,3.1,,1.3,,88.0,,0.0,,14.0,,11.0,,16.1,,96.52,,,,,,
45,-119.38,49.96,KELOWNA,1123939,2018-02-02 21:00,2018,2,2,21:00,2.6,,1.2,,90.0,,0.0,,16.0,,13.0,,16.1,,96.52,,,,,,
46,-119.38,49.96,KELOWNA,1123939,2018-02-02 22:00,2018,2,2,22:00,2.4,,0.9,,90.0,,0.0,,17.0,,17.0,,16.1,,96.53,,,,,,
47,-119.38,49.96,KELOWNA,1123939,2018-02-02 23:00,2018,2,2,23:00,3.4,,1.8,,89.0,,0.0,,21.0,,5.0,,16.1,,96.51,,,,,,Rain
48,-119.38,49.96,KELOWNA,1123939,2018-02-03 00:00,2018,2,3,00:00,2.9,,1.7,,92.0,,0.2,,19.0,,11.0,,16.1,,96.37,,,,,,
49,-119.38,49.96,KELOWNA,1123939,2018-02-03 01:00,2018,2,3,01:00,3.2,,1.7,,90.0,,0.0,,17.0,,15.0,,16.1,,96.3,,,,,,
50,-119.38,49.96,KELOWNA,1123939,2018-02-03 02:00,2018,2,3,02:00,2.7,,1.4,,91.0,,0.0,,21.0,,15.0,,16.1,,96.28,,,,,,
51,-119.38,49.96,KELOWNA,1123939,2018-02-03 03:00,2018,2,3,03:00,5.2,,1.6,,77.0,,0.0,,18.0,,13.0,,16.1,,96.23,,,,,,
52,-119.38,49.96,KELOWNA,1123939,2018-02-03 04:00,2018,2,3,04:00,7.1,,0.9,,64.0,,0.0,,17.0,,17.0,,16.1,,96.26,,,,,,
53,-119.38,49.96,KELOWNA,1123939,2018-02-03 05:00,2018,2,3,05:00,6.9,,0.9,,66.0,,0.0,,14.0,,13.0,,16.1,,96.36,,,,,,
54,-119.38,49.96,KELOWNA,1123939,2018-02-03 06:00,2018,2,3,06:00,5.2,,1.0,,74.0,,0.0,,,M,13.0,,16.1,,96.41,,,,,,
55,-119.38,49.96,KELOWNA,1123939,2018-02-03 07:00,2018,2,3,07:00,2.3,,0.8,,90.0,,0.0,,,M,9.0,,16.1,,96.54,,,,,,
56,-119.38,49.96,KELOWNA,1123939,2018-02-03 08:00,2018,2,3,08:00,2.7,,0.9,,88.0,,0.0,,,M,13.0,,16.1,,96.59,,,,,,
57,-119.38,49.96,KELOWNA,1123939,2018-02-03 09:00,2018,2,3,09:00,2.5,,0.9,,89.0,,0.0,,,,0.0,,16.1,,96.65,,,,,,
58,-119.38,49.96,KELOWNA,1123939,2018-02-03 10:00,2018,2,3,10:00,2.5,,0.9,,89.0,,0.0,,,M,4.0,,16.1,,96.68,,,,,,
59,-119.38,49.96,KELOWNA,1123939,2018-02-03 11:00,2018,2,3,11:00,3.6,,1.5,,86.0,,0.0,,,M,4.0,,16.1,,96.72,,,,,,
60,-119.38,49.96,KELOWNA,1123939,2018-02-03 12:00,2018,2,3,12:00,3.7,,1.6,,86.0,,0.0,,17.0,,4.0,,16.1,,96.72,,,,,,
61,-119.38,49.96,KELOWNA,1123939,2018-02-03 13:00,2018,2,3,13:00,3.3,,1.6,,89.0,,0.0,,,,0.0,,16.1,,96.69,,,,,,
62,-119.38,49.96,KELOWNA,1123939,2018-02-03 14:00,2018,2,3,14:00,3.5,,1.5,,87.0,,0.0,,34.0,,9.0,,16.1,,96.64,,,,,,
63,-119.38,49.96,KELOWNA,1123939,2018-02-03 15:00,2018,2,3,15:00,4.2,,1.6,,83.0,,0.0,,36.0,,17.0,,16.1,,96.64,,,,,,
64,-119.38,49.96,KELOWNA,1123939,2018-02-03 16:00,2018,2,3,16:00,3.9,,1.7,,86.0,,0.0,,36.0,,17.0,,16.1,,96.69,,,,,,
65,-119.38,49.96,KELOWNA,1123939,2018-02-03 17:00,2018,2,3,17:00,4.1,,1.5,,83.0,,0.0,,34.0,,41.0,,16.1,,96.75,,,,,,
66,-119.38,49.96,KELOWNA,1123939,2018-02-03 18:00,2018,2,3,18:00,3.5,,1.2,,85.0,,0.0,,35.0,,34.0,,16.1,,96.88,,,,,,
67,-119.38,49.96,KELOWNA,1123939,2018-02-03 19:00,2018,2,3,19:00,3.6,,0.7,,81.0,,0.0,,36.0,,18.0,,16.1,,96.96,,,,,,
68,-119.38,49.96,KELOWNA,1123939,2018-02-03 20:00,2018,2,3,20:00,3.3,,0.2,,80.0,,0.0,,34.0,,24.0,,16.1,,97.01,,,,,,
69,-119.38,49.96,KELOWNA,1123939,2018-02-03 21:00,2018,2,3,21:00,3.5,,-0.5,,75.0,,0.0,,35.0,,11.0,,16.1,,97.12,,,,,,
70,-119.38,49.96,KELOWNA,1123939,2018-02-03 22:00,2018,2,3,22:00,3.0,,-1.0,,75.0,,0.0,,14.0,,8.0,,16.1,,97.12,,,,,,
71,-119.38,49.96,KELOWNA,1123939,2018-02-03 23:00,2018,2,3,23:00,2.2,,-0.6,,82.0,,0.0,,,,0.0,,16.1,,97.12,,,,,,
72,-119.38,49.96,KELOWNA,1123939,2018-02-04 00:00,2018,2,4,00:00,2.2,,-0.7,,81.0,,0.0,,1.0,,5.0,,16.1,,97.07,,,,,,
73,-119.38,49.96,KELOWNA,1123939,2018-02-04 01:00,2018,2,4,01:00,1.4,,-0.4,,88.0,,0.0,,,,0.0,,16.1,,97.02,,,,,,
74,-119.38,49.96,KELOWNA,1123939,2018-02-04 02:00,2018,2,4,02:00,1.2,,-0.4,,89.0,,0.0,,,M,4.0,,16.1,,96.99,,,,,,Rain
75,-119.38,49.96,KELOWNA,1123939,2018-02-04 03:00,2018,2,4,03:00,0.8,,-0.1,,94.0,,0.0,,35.0,,13.0,,16.1,,96.96,,,,,,
76,-119.38,49.96,KELOWNA,1123939,2018-02-04 04:00,2018,2,4,04:00,0.9,,-0.6,,90.0,,0.0,,36.0,,17.0,,16.1,,96.92,,,,,,
77,-119.38,49.96,KELOWNA,1123939,2018-02-04 05:00,2018,2,4,05:00,0.5,,-1.0,,90.0,,0.0,,36.0,,18.0,,16.1,,96.87,,,,,,Snow
78,-119.38,49.96,KELOWNA,1123939,2018-02-04 06:00,2018,2,4,06:00,-0.1,,-0.8,,95.0,,0.0,,35.0,,21.0,,8.1,,96.82,,,,-6.0,,Snow
79,-119.38,49.96,KELOWNA,1123939,2018-02-04 07:00,2018,2,4,07:00,-0.3,,-1.2,,94.0,,0.0,,36.0,,15.0,,6.4,,96.77,,,,-5.0,,Snow
80,-119.38,49.96,KELOWNA,1123939,2018-02-04 08:00,2018,2,4,08:00,-0.7,,-1.0,,98.0,,0.2,,34.0,,22.0,,0.8,,96.62,,,,-6.0,,Moderate Snow
81,-119.38,49.96,KELOWNA,1123939,2018-02-04 09:00,2018,2,4,09:00,-0.8,,-0.9,,99.0,,0.0,,34.0,,17.0,,3.2,,96.54,,,,-6.0,,Snow
82,-119.38,49.96,KELOWNA,1123939,2018-02-04 10:00,2018,2,4,10:00,-0.8,,-1.0,,99.0,,0.5,,33.0,,17.0,,3.6,,96.42,,,,-6.0,,Snow
83,-119.38,49.96,KELOWNA,1123939,2018-02-04 11:00,2018,2,4,11:00,-0.8,,-1.4,,96.0,,0.8,,36.0,,8.0,,11.3,,96.34,,,,-4.0,,Snow
84,-119.38,49.96,KELOWNA,1123939,2018-02-04 12:00,2018,2,4,12:00,-0.7,,-1.6,,94.0,,0.8,,36.0,,8.0,,16.1,,96.2,,,,-4.0,,
85,-119.38,49.96,KELOWNA,1123939,2018-02-04 13:00,2018,2,4,13:00,-0.6,,-1.6,,93.0,,0.5,,,,0.0,,16.1,,96.09,,,,,,
86,-119.38,49.96,KELOWNA,1123939,2018-02-04 14:00,2018,2,4,14:00,-1.3,,-2.3,,93.0,,0.2,,34.0,,15.0,,16.1,,95.98,,,,-6.0,,
87,-119.38,49.96,KELOWNA,1123939,2018-02-04 15:00,2018,2,4,15:00,-0.7,,-2.0,,91.0,,0.2,,35.0,,11.0,,16.1,,95.93,,,,-4.0,,
88,-119.38,49.96,KELOWNA,1123939,2018-02-04 16:00,2018,2,4,16:00,-1.3,,-2.2,,94.0,,0.2,,35.0,,18.0,,16.1,,95.96,,,,-7.0,,
89,-119.38,49.96,KELOWNA,1123939,2018-02-04 17:00,2018,2,4,17:00,-1.2,,-1.9,,95.0,,0.0,,1.0,,5.0,,16.1,,96.06,,,,-3.0,,
90,-119.38,49.96,KELOWNA,1123939,2018-02-04 18:00,2018,2,4,18:00,-1.1,,-2.2,,92.0,,0.0,,36.0,,13.0,,16.1,,96.11,,,,-5.0,,
91,-119.38,49.96,KELOWNA,1123939,2018-02-04 19:00,2018,2,4,19:00,-0.6,,-1.9,,91.0,,0.0,,36.0,,15.0,,16.1,,96.16,,,,-5.0,,
92,-119.38,49.96,KELOWNA,1123939,2018-02-04 20:00,2018,2,4,20:00,-0.4,,-1.8,,90.0,,0.0,,36.0,,8.0,,16.1,,96.2,,,,-3.0,,
93,-119.38,49.96,KELOWNA,1123939,2018-02-04 21:00,2018,2,4,21:00,-0.6,,-1.6,,93.0,,0.0,,,M,4.0,,16.1,,96.25,,,,-2.0,,
94,-119.38,49.96,KELOWNA,1123939,2018-02-04 22:00,2018,2,4,22:00,-0.1,,-1.3,,92.0,,0.0,,36.0,,8.0,,16.1,,96.35,,,,-3.0,,Snow
95,-119.38,49.96,KELOWNA,1123939,2018-02-04 23:00,2018,2,4,23:00,0.0,,-1.0,,93.0,,0.2,,34.0,,18.0,,16.1,,96.44,,,,-5.0,,Rain
96,-119.38,49.96,KELOWNA,1123939,2018-02-05 00:00,2018,2,5,00:00,0.0,,-1.0,,93.0,,0.2,,2.0,,8.0,,16.1,,96.49,,,,-3.0,,
97,-119.38,49.96,KELOWNA,1123939,2018-02-05 01:00,2018,2,5,01:00,-0.1,,-0.7,,96.0,,0.0,,34.0,,15.0,,16.1,,96.52,,,,-5.0,,Snow
98,-119.38,49.96,KELOWNA,1123939,2018-02-05 02:00,2018,2,5,02:00,-0.2,,-0.5,,98.0,,0.0,,1.0,,8.0,,16.1,,96.57,,,,-3.0,,Snow
99,-119.38,49.96,KELOWNA,1123939,2018-02-05 03:00,2018,2,5,03:00,-0.3,,-0.9,,96.0,,0.0,,35.0,,17.0,,4.0,,96.6,,,,-5.0,,Snow
100,-119.38,49.96,KELOWNA,1123939,2018-02-05 04:00,2018,2,5,04:00,-0.4,,-0.5,,99.0,,0.0,,34.0,,15.0,,3.2,,96.64,,,,-5.0,,Snow
101,-119.38,49.96,KELOWNA,1123939,2018-02-05 05:00,2018,2,5,05:00,0.1,,-0.9,,93.0,,0.0,,36.0,,9.0,,8.1,,96.71,,,,,,Snow
102,-119.38,49.96,KELOWNA,1123939,2018-02-05 06:00,2018,2,5,06:00,-0.2,,-1.3,,92.0,,0.0,,36.0,,17.0,,4.8,,96.73,,,,-5.0,,Snow
103,-119.38,49.96,KELOWNA,1123939,2018-02-05 07:00,2018,2,5,07:00,-0.6,,-1.5,,94.0,,0.0,,35.0,,24.0,,4.0,,96.75,,,,-7.0,,Snow
104,-119.38,49.96,KELOWNA,1123939,2018-02-05 08:00,2018,2,5,08:00,-0.7,,-1.7,,93.0,,0.0,,36.0,,18.0,,8.1,,96.79,,,,-6.0,,Snow
105,-119.38,49.96,KELOWNA,1123939,2018-02-05 09:00,2018,2,5,09:00,-0.7,,-1.8,,92.0,,0.2,,36.0,,22.0,,16.1,,96.81,,,,-6.0,,Snow
106,-119.38,49.96,KELOWNA,1123939,2018-02-05 10:00,2018,2,5,10:00,-0.5,,-2.6,,86.0,,0.0,,35.0,,22.0,,16.1,,96.84,,,,-6.0,,Snow
107,-119.38,49.96,KELOWNA,1123939,2018-02-05 11:00,2018,2,5,11:00,-0.3,,-2.3,,87.0,,0.0,,35.0,,21.0,,9.7,,96.87,,,,-6.0,,Snow
108,-119.38,49.96,KELOWNA,1123939,2018-02-05 12:00,2018,2,5,12:00,-0.5,,-2.5,,87.0,,0.0,,35.0,,26.0,,9.7,,96.84,,,,-7.0,,Snow
109,-119.38,49.96,KELOWNA,1123939,2018-02-05 13:00,2018,2,5,13:00,-0.5,,-2.4,,87.0,,0.0,,35.0,,22.0,,14.5,,96.82,,,,-6.0,,Snow
110,-119.38,49.96,KELOWNA,1123939,2018-02-05 14:00,2018,2,5,14:00,-0.6,,-2.2,,89.0,,0.0,,35.0,,21.0,,6.4,,96.81,,,,-6.0,,Snow
111,-119.38,49.96,KELOWNA,1123939,2018-02-05 15:00,2018,2,5,15:00,-0.6,,-2.0,,90.0,,0.0,,35.0,,21.0,,6.4,,96.82,,,,-6.0,,Snow
112,-119.38,49.96,KELOWNA,1123939,2018-02-05 16:00,2018,2,5,16:00,-0.6,,-2.0,,90.0,,0.0,,34.0,,22.0,,9.7,,96.86,,,,-6.0,,Snow
113,-119.38,49.96,KELOWNA,1123939,2018-02-05 17:00,2018,2,5,17:00,-0.9,,-1.9,,93.0,,0.0,,34.0,,26.0,,6.4,,96.86,,,,-7.0,,Snow
114,-119.38,49.96,KELOWNA,1123939,2018-02-05 18:00,2018,2,5,18:00,-1.0,,-1.8,,94.0,,0.0,,36.0,,15.0,,16.1,,96.88,,,,-6.0,,Snow
115,-119.38,49.96,KELOWNA,1123939,2018-02-05 19:00,2018,2,5,19:00,-0.9,,-1.9,,93.0,,0.0,,36.0,,15.0,,16.1,,96.88,,,,-6.0,,Snow
116,-119.38,49.96,KELOWNA,1123939,2018-02-05 20:00,2018,2,5,20:00,-1.0,,-2.1,,92.0,,0.0,,,M,4.0,,16.1,,96.91,,,,-2.0,,Snow
117,-119.38,49.96,KELOWNA,1123939,2018-02-05 21:00,2018,2,5,21:00,-1.0,,-2.3,,91.0,,0.0,,36.0,,9.0,,11.3,,96.96,,,,-4.0,,Snow
118,-119.38,49.96,KELOWNA,1123939,2018-02-05 22:00,2018,2,5,22:00,-1.2,,-2.2,,93.0,,0.0,,3.0,,5.0,,16.1,,97.01,,,,-3.0,,Snow
119,-119.38,49.96,KELOWNA,1123939,2018-02-05 23:00,2018,2,5,23:00,-1.3,,-2.4,,93.0,,0.0,,3.0,,5.0,,14.5,,97.05,,,,-3.0,,Snow
120,-119.38,49.96,KELOWNA,1123939,2018-02-06 00:00,2018,2,6,00:00,-1.3,,-2.6,,91.0,,0.0,,3.0,,8.0,,16.1,,97.09,,,,-4.0,,Snow
121,-119.38,49.96,KELOWNA,1123939,2018-02-06 01:00,2018,2,6,01:00,-1.4,,-2.8,,90.0,,0.0,,1.0,,5.0,,16.1,,97.14,,,,-3.0,,
122,-119.38,49.96,KELOWNA,1123939,2018-02-06 02:00,2018,2,6,02:00,-1.7,,-3.4,,88.0,,0.0,,4.0,,5.0,,16.1,,97.2,,,,-4.0,,
123,-119.38,49.96,KELOWNA,1123939,2018-02-06 03:00,2018,2,6,03:00,-2.8,,-4.1,,91.0,,0.0,,36.0,,5.0,,16.1,,97.19,,,,-5.0,,
124,-119.38,49.96,KELOWNA,1123939,2018-02-06 04:00,2018,2,6,04:00,-3.2,,-4.0,,95.0,,0.0,,6.0,,5.0,,16.1,,97.22,,,,-5.0,,
125,-119.38,49.96,KELOWNA,1123939,2018-02-06 05:00,2018,2,6,05:00,-2.8,,-4.1,,91.0,,0.0,,2.0,,4.0,,16.1,,97.31,,,,-4.0,,
126,-119.38,49.96,KELOWNA,1123939,2018-02-06 06:00,2018,2,6,06:00,-2.3,,-3.7,,90.0,,0.0,,6.0,,5.0,,16.1,,97.33,,,,-4.0,,
127,-119.38,49.96,KELOWNA,1123939,2018-02-06 07:00,2018,2,6,07:00,-2.1,,-3.8,,88.0,,0.0,,3.0,,8.0,,16.1,,97.35,,,,-5.0,,
128,-119.38,49.96,KELOWNA,1123939,2018-02-06 08:00,2018,2,6,08:00,-2.4,,-4.0,,89.0,,0.0,,35.0,,8.0,,16.1,,97.39,,,,-6.0,,
129,-119.38,49.96,KELOWNA,1123939,2018-02-06 09:00,2018,2,6,09:00,-1.8,,-3.7,,87.0,,0.0,,1.0,,11.0,,16.1,,97.41,,,,-6.0,,
130,-119.38,49.96,KELOWNA,1123939,2018-02-06 10:00,2018,2,6,10:00,-1.2,,-3.4,,85.0,,0.0,,35.0,,21.0,,16.1,,97.41,,,,-7.0,,
131,-119.38,49.96,KELOWNA,1123939,2018-02-06 11:00,2018,2,6,11:00,-1.3,,-3.8,,83.0,,0.0,,34.0,,22.0,,16.1,,97.49,,,,-7.0,,
132,-119.38,49.96,KELOWNA,1123939,2018-02-06 12:00,2018,2,6,12:00,-1.2,,-3.8,,83.0,,0.0,,34.0,,22.0,,16.1,,97.51,,,,-7.0,,
133,-119.38,49.96,KELOWNA,1123939,2018-02-06 13:00,2018,2,6,13:00,-0.9,,-3.8,,81.0,,0.0,,34.0,,13.0,,16.1,,97.48,,,,-5.0,,
134,-119.38,49.96,KELOWNA,1123939,2018-02-06 14:00,2018,2,6,14:00,-0.6,,-3.7,,80.0,,0.0,,,,0.0,,16.1,,97.4,,,,,,
135,-119.38,49.96,KELOWNA,1123939,2018-02-06 15:00,2018,2,6,15:00,-0.4,,-3.8,,78.0,,0.0,,14.0,,5.0,,16.1,,97.31,,,,-2.0,,
136,-119.38,49.96,KELOWNA,1123939,2018-02-06 16:00,2018,2,6,16:00,-0.3,,-3.7,,78.0,,0.0,,36.0,,5.0,,16.1,,97.31,,,,-2.0,,
137,-119.38,49.96,KELOWNA,1123939,2018-02-06 17:00,2018,2,6,17:00,-0.8,,-3.3,,83.0,,0.0,,35.0,,5.0,,16.1,,97.25,,,,-2.0,,
138,-119.38,49.96,KELOWNA,1123939,2018-02-06 18:00,2018,2,6,18:00,-0.7,,-3.4,,82.0,,0.0,,,,0.0,,16.1,,97.24,,,,,,
139,-119.38,49.96,KELOWNA,1123939,2018-02-06 19:00,2018,2,6,19:00,-0.8,,-2.9,,86.0,,0.0,,3.0,,5.0,,16.1,,97.22,,,,-2.0,,
140,-119.38,49.96,KELOWNA,1123939,2018-02-06 20:00,2018,2,6,20:00,-0.9,,-3.0,,86.0,,0.0,,1.0,,5.0,,16.1,,97.23,,,,-3.0,,
141,-119.38,49.96,KELOWNA,1123939,2018-02-06 21:00,2018,2,6,21:00,-1.0,,-2.9,,87.0,,0.0,,,,0.0,,16.1,,97.21,,,,,,
142,-119.38,49.96,KELOWNA,1123939,2018-02-06 22:00,2018,2,6,22:00,-1.5,,-2.9,,90.0,,0.0,,,,0.0,,16.1,,97.21,,,,,,
143,-119.38,49.96,KELOWNA,1123939,2018-02-06 23:00,2018,2,6,23:00,-1.5,,-2.6,,92.0,,0.0,,,,0.0,,16.1,,97.17,,,,,,
144,-119.38,49.96,KELOWNA,1123939,2018-02-07 00:00,2018,2,7,00:00,-1.3,,-2.6,,91.0,,0.0,,20.0,,4.0,,16.1,,97.19,,,,-3.0,,
145,-119.38,49.96,KELOWNA,1123939,2018-02-07 01:00,2018,2,7,01:00,-1.4,,-2.7,,91.0,,0.0,,35.0,,5.0,,16.1,,97.21,,,,-3.0,,
146,-119.38,49.96,KELOWNA,1123939,2018-02-07 02:00,2018,2,7,02:00,-1.3,,-2.6,,91.0,,0.0,,,,0.0,,16.1,,97.2,,,,,,
147,-119.38,49.96,KELOWNA,1123939,2018-02-07 03:00,2018,2,7,03:00,-1.1,,-2.2,,92.0,,0.0,,1.0,,5.0,,14.5,,97.19,,,,-3.0,,
